id,name,type,industry
Domain_3c25ff48b85cb62f4acbff58f041fcd14fe214964c71f1a1ece33d0549cc6279,3c25ff48b8.com,Domain,[]
IP_CIDR_4beff387e9abbcb138e54f800283516e8afd73e71aa9a3919953fecfc98e91f9,116.255.xxx.0/24,IP_C,[]
IP_CIDR_a4b3430d4490ad8828b19cad52f3a8104bda473d849b791b699952811a650bc7,122.114.xxx.0/24,IP_C,[]
Domain_6936db934123cfd7c4ef00c5e31138a955e1af098d55883c70b3d9144ebe79e4,6936db9341.com,Domain,[]
IP_CIDR_102babf211d48b420722246201aaa82bb7c90d25d6bea254eb69a3df93abd262,122.114.xxx.0/24,IP_C,[]
Domain_978c79fe61c7b693bf7c3d682f7e605e635414ae739ab6fe27689a344db6df20,978c79fe61.com,Domain,[]
Domain_f6b2c2d6091b581bdd03e82be1505c4743c5c50de844cfee730bc8c0c85c1a5f,f6b2c2d609.com,Domain,[]
IP_ba19fc49c6c23365e12c62c749072d063a9537153e0bc2da748a5710b18683cd,129.227.xxx.xxx,IP,[]
IP_CIDR_ee9690dbae9f6a6904555c100c97fd1b64f55dda05f80bc61167c7e8144fd5e5,210.209.xxx.0/24,IP_C,[]
Domain_90d96a1c64f5e3f609d802bb131d8472721b7a5a737b8225db2eaf9824348548,90d96a1c64.com,Domain,[]
Domain_52f74712030a0fa4d3b7894dd05c167a1c2ac29aeda8dc78e17c52e27ef775b4,52f7471203.com,Domain,[]
IP_CIDR_0b98cd8264c20227e89ee953aea6bf4362eefffc60a41c63598cc0bcb7eb81c9,122.114.xxx.0/24,IP_C,[]
Domain_dd70b88277266e83014ab45ffc5425e55f071165a18540450db0c5e099f33f86,dd70b88277.com,Domain,[]
ASN_e774bb32ba32a39fb57f1efcde1df426caed6d9cae712301b3383ac5d3f044ef,AS_e774bb32ba,ASN,[]
Domain_19f26cfd08dce7b8b0b2a18ba31acf3e67abd6336a92d3ca7c91be7113b35952,19f26cfd08.com,Domain,[]
IP_CIDR_20d1cdd8cc0cfd949caf2d169039926134984ab7f0c8169f16df2d93c89e96ec,128.14.xxx.0/24,IP_C,[]
Domain_02be00d94beedee6a5ab985944aa395e35a3c6f1e2fb4d758acfbaf4b1276dc6,02be00d94b.com,Domain,[]
Domain_fca5b3f60da749995622dac13dbcc0ea23523e38972470f4f56be240e4d35148,fca5b3f60d.com,Domain,[]
Domain_472737e1ca293584b27df51158e88e169d66e4e670dbe3549ab0281c964ee738,472737e1ca.com,Domain,[]
IP_CIDR_5794c7c3caed59d2086ee27291944652416dcc362972370949e05c7d583d0378,122.114.xxx.0/24,IP_C,[]
Domain_a4695285bf75f7bd9c026fffd32b21d5fe7260716cfe251d87c806af6358f8ea,a4695285bf.com,Domain,[]
IP_CIDR_a91cc47932613027c43d975d8460a7254a23de2ad0944bcbed2e3a9f28b3b781,122.114.xxx.0/24,IP_C,[]
Domain_39080c29badc973a328bf69b9ba0a9e43e44408b36e623937e06aa93b4f2815a,39080c29ba.com,Domain,[]
Domain_028c9ca3b71533c1076aefd6898c9e325d11c0feef784be004bf4c846dee0c9d,028c9ca3b7.com,Domain,[]
Domain_e3ff58fe5ee091de3cce3b319131331039d39190f730b4a3d94936e2243f8606,e3ff58fe5e.com,Domain,"['A', 'B']"
Domain_39d49278dfcc8228bfacef62db3c5f6e8a60e96a94fe545f6ab88052d758ae5e,39d49278df.com,Domain,[]
Domain_8c588031142f1026d8ee97774a6949737f13c6f8a099df4369ea79d63e3b2411,8c58803114.com,Domain,[]
Domain_8f039959bfbe68b1ca9c8f35038ca2873764410d67a2f74f6acb4ea3b4fb417e,8f039959bf.com,Domain,[]
Domain_28134a98d3f6da2a5463d854e7b232950c72f933350253998c75ee8a3216b26c,28134a98d3.com,Domain,[]
Domain_3acaa528f64a286dc415cd13f2e14515e6b93847b8f3b604937c79cb01a5e864,3acaa528f6.com,Domain,['C']
Domain_d0af0f2264af0015dea4682138c412a3209b63d8296729f4c36bcb5f29fcd84b,d0af0f2264.com,Domain,[]
IP_CIDR_cf10b6b23f2bf73154cb0cd92904264904835b2934d7a87bb9fb0613765757c8,122.114.xxx.0/24,IP_C,[]
Domain_b2b27d76a916ab1a09a50e399acf9c928863e8bd7bf9892de0571e6786d99c7e,b2b27d76a9.com,Domain,['A']
Domain_aec861debcab6754792ba84c10bbce3c8fc7a674a662d669861ebe52f653d167,aec861debc.com,Domain,[]
Domain_f064440758ac789b27083e83b820b61eefbbf647186a98b76c8d59dc7050e6b1,f064440758.com,Domain,[]
Domain_9f1b698920818a2a72555fa315d278c14878debd790694b9a41a3566829f29b9,9f1b698920.com,Domain,[]
Domain_4bdcfb9fc4f6a8f8c1aac8e416d57c28f923619f7a3019cd22d04b88d000189a,4bdcfb9fc4.com,Domain,[]
Domain_cc088de67dc6e4a4796758e87fd9cc9eee55680c3718cc12763f0c338ad98bfe,cc088de67d.com,Domain,[]
Domain_bf694f131769c5e0533f259f5eacb293df61eec41c817b1d2a75052649bfc2b1,bf694f1317.com,Domain,['C']
Domain_ed79695a28d66768ce5f0f4fead8289ffb05c69edab7c5d25b964736bdda6741,ed79695a28.com,Domain,[]
Domain_62d9736c9bb7e1471c9225cf9273ed51e1ef582283e666d75976d9afc1e0a902,62d9736c9b.com,Domain,[]
Domain_3892158bea4ee78100c3a6da38290c86ecba46515d72a8db54b70ed465ffa02a,3892158bea.com,Domain,[]
Domain_891b914358632aef832cca07a6d0be743b1f98589033285ad8634c428eee9d63,891b914358.com,Domain,[]
Domain_b115de17df40242620d8cf1ed3d4439c3ae74bf7363635be5db2a2988aab0ef5,b115de17df.com,Domain,['B']
Domain_45db40580897e0d5cae84d0c578da9836fb0ca14bc0585e1adfaff3e4bfd6039,45db405808.com,Domain,[]
Domain_dfa11c6e9f5ac26ea3ae8bbb66ddc06b4a1e002e6c2d1256e4f9b8294cd522ec,dfa11c6e9f.com,Domain,[]
Domain_5c1cd1fe856b9139c30a237e1d3cec5bc4d15a8689e436f8236ae1eebce6f57f,5c1cd1fe85.com,Domain,"['C', 'A']"
Domain_a98a0b001f5d3e7886c96fd9435a66f4d0ad19e71c6da73db2ef6a62855a7ebc,a98a0b001f.com,Domain,[]
Domain_607b72dd4995ecb8fb26a1e213da29f8a14fa02cdf064b6ebcc33eee465266d7,607b72dd49.com,Domain,['B']
Domain_27f83dc5dede643e7b76bc2a8f083ca15bd94be1d991ac0f4e87e32d492cbfcb,27f83dc5de.com,Domain,[]
Domain_8999739220a34e8f2c33f127364b72aeadbace6e9920ea197697e613e89141c3,8999739220.com,Domain,['C']
Domain_c49485402c54fc13da47f7296975c3bac05a06a0eff6a65f30ced9d3653cf791,c49485402c.com,Domain,[]
Domain_fa11da49ec90a694be53a68d9f95b93cff264d20d9d971422423440159e77ce6,fa11da49ec.com,Domain,['G']
Domain_8a30895216e3e8a3ec5623411f694acf51cd2788bb28cfaae2c84696a3782f6a,8a30895216.com,Domain,[]
Domain_4ee6284533b054b9f657d077fb8dc4ea1d855294e293df216adeec15c36c1531,4ee6284533.com,Domain,[]
Domain_95d1f188177ce5ac1b5bf230359038770fcf7d58fc4d87e3017628b3c573df2a,95d1f18817.com,Domain,[]
Domain_f1945ec67dc544ca573ea50b5e08f71eee89b4bd78a8cf0090ed6ef1cd5652e1,f1945ec67d.com,Domain,[]
Domain_aebd33449e6bcf78724df588ed7cce09771960a228648fefe9da7aed1cbb88ae,aebd33449e.com,Domain,['B']
Domain_7cd5720a3027e28d35061514f7afc3a70515d17afc09eb21381fddfb20e77e50,7cd5720a30.com,Domain,[]
Domain_4c85f5eba417a15a32bf2085219f7fcb4629561a9bf081a9d8ccd6f772e1708b,4c85f5eba4.com,Domain,[]
Domain_e3d730da55c2629746cedea646a50205d89e9223a88026ed8f618460c5492210,e3d730da55.com,Domain,[]
Domain_9a6303b717cb5e9bd349bbe664277afb08dadad4c84c2bfc4b2c3105dd2abe1d,9a6303b717.com,Domain,['A']
Domain_f651cc7f18750470c5d41e72504aae9b1e6701d9871ae00c670e820bd35e760f,f651cc7f18.com,Domain,[]
Domain_a6834ab5a2711ef098282632bf52be673c6ed268b4c3205b1d08ddb4cae7d70c,a6834ab5a2.com,Domain,[]
Domain_7874fd0bdec2b7110f27fc9c79039ff03ab5cdb6465baf0b93ea71bbe2735efa,7874fd0bde.com,Domain,[]
Domain_e09367f86d7c43c01aed110e719a36d86ee5d84cb3183f6ce7c63bc049a8129f,e09367f86d.com,Domain,[]
Domain_5efbd1ac669d52a37440b8ff9b3c26cf670d8e46f7fe517f90a7890e971d2d87,5efbd1ac66.com,Domain,"['A', 'B']"
Domain_9ba95e94834913e1a79f11eae808a8a97aa3066f6b4ee877bb1de3cdfd566d3a,9ba95e9483.com,Domain,[]
Domain_5b3f7816040d64e5bfe23588c608a253da13ebc887ff41ca9131f4fc90707293,5b3f781604.com,Domain,[]
Domain_ec5d224b5be436a9abc7ad6a9c618984c01b9e940c9a9b6b22a6ac64b8833b38,ec5d224b5b.com,Domain,[]
Domain_28328037e5b47f01638d33c6fcf95b235b8cb16c94ab771a2de1bb70d255898b,28328037e5.com,Domain,[]
Domain_d010fd25507aa3158026d2a4183f909ccb0ad6dff42ed89a227088a75d779728,d010fd2550.com,Domain,['B']
Domain_0c7280c643aefe9d20b5d85277a072d1250ee4d47f8cf9cf6634c2717f726129,0c7280c643.com,Domain,[]
Domain_ab5a3f699f5740d40331a599348639362737a1abbafbb0d7d301840a27f97296,ab5a3f699f.com,Domain,[]
Domain_33b3b77ad9cee444b717c5a0bf375ceee04b5ab13beb21c17a87d9cfde97a99a,33b3b77ad9.com,Domain,['C']
Domain_1fa77daab498b0dedbc88db7c14647b9c964081f0905ed1cb38d5c9aa8118493,1fa77daab4.com,Domain,[]
Domain_5899e73a72ecedf1ab7d1fc24e31eb5c849230df1aefcc64345ec8c8b3960c11,5899e73a72.com,Domain,[]
Domain_5ad3ac1f3d134b09b2b1c51441ff745c3b923266421ff5094f18f91c5002dff0,5ad3ac1f3d.com,Domain,[]
Domain_da738754eff523115e2bf4f471becfe657d2ce0e8ed365777e9a4e8f9284abc1,da738754ef.com,Domain,['A']
Domain_1a236faa6f4a2694eb3ca315361a3065433fe9e73c040664ae9c202cdc31105d,1a236faa6f.com,Domain,[]
Domain_19e4da8be90d703784176ccf57b7b97604177a933b9eb011d1ab577f5c4f6359,19e4da8be9.com,Domain,[]
Domain_e294f84c4693380d7926be8841521d33f65fab74295d857143da0aeef03fec1d,e294f84c46.com,Domain,['A']
Domain_98e7bf6204aee009e7cfed7a300884324c04be0a044c25984f7fec18f562e94f,98e7bf6204.com,Domain,[]
Domain_9e8f85c4321face784190fc820cdf4099f8591ca5aef0bd23b45dc32c3ae741f,9e8f85c432.com,Domain,['A']
Domain_8e23833c9e45b08ed21b3e0515bc06b256cfce61b3625d5fbd03b7fe32bfbd0b,8e23833c9e.com,Domain,[]
Domain_ef09476dda77bf97dfdec986c80615fc24fb334f353d5cbbf57e5c4df5671c2b,ef09476dda.com,Domain,[]
Domain_b7791fc211a0f5891452cd46fdb66fd0fe69c5529c4f60fc9a462317c0c2cd58,b7791fc211.com,Domain,[]
Domain_0217539d91122ae886f11de82ed4ba18b7b700b2a0a3f21c360209cc52894b3d,0217539d91.com,Domain,[]
IP_CIDR_78bda1d78d07476864267f62b7ea22abfd4991541447eca90a127a59a26d41c8,107.151.xxx.0/24,IP_C,[]
Domain_80313ca72573c9d6f75d940da9904ea66ae18f3c37803a51d5e4c9837b2de7ea,80313ca725.com,Domain,[]
Domain_365aa099b44f09c37520199e7bb416f086be93459e1b55797ed186176d236bc3,365aa099b4.com,Domain,['B']
Domain_2b477c68e4691aed5382db253188dafe7d503ea79cebededb7fa36cbab26d45f,2b477c68e4.com,Domain,['G']
Domain_67d3b8ea2afa4a22e6a562c5f81ededcf5bf95e13f323b65fef38126e36a7ea4,67d3b8ea2a.com,Domain,[]
Domain_9e0304c6b127afd4af74eb05a051e7e4c89452948618675a1bc04119e8aeca55,9e0304c6b1.com,Domain,[]
Domain_7cd6d9730d30d4a057efbbeae01ae8b1fd42f4ad396db403e319ff7873fe39b2,7cd6d9730d.com,Domain,[]
Domain_04022dc8a6439004db731b3bee3915aec225da2f8061d8146a738c65fcb5d12b,04022dc8a6.com,Domain,['C']
Domain_0524e302cc6a9722eb88aa5f8a4aac02019d657cf52442ee1e67707b1512cd5d,0524e302cc.com,Domain,[]
Domain_c692c10f0264020426d63116bfcfd983316db5435de3b231a6a9ef31e9c4f471,c692c10f02.com,Domain,['C']
Domain_df7656aa825a94d242bed6f3c415dd546219eac6db2ab9f86d9cb32b74615fb3,df7656aa82.com,Domain,[]
Domain_61d19f0134b1f1c0e76a60fc561d8900616b9d333761ec9ecc94e4aa868677d7,61d19f0134.com,Domain,['G']
Domain_c75f9952e00a5878b1f95169b95bf4624b383b86d5761bbfede8523b74facd4e,c75f9952e0.com,Domain,[]
Domain_ec784e606be17c3051d9a77f1c80a7f4919b42317d055ab9542b7278f7c0e8af,ec784e606b.com,Domain,[]
Domain_2dc0dd0712d137bde494dc8d3e6f02d8618d3c0046723d8f35080bda7a8f31f9,2dc0dd0712.com,Domain,"['C', 'A']"
Domain_bd50bde5ef6e8a7951d2469815e0b7eaf09eeb6dcccab052eeafda02acfac81d,bd50bde5ef.com,Domain,[]
Domain_7b3389ddb15cdf1cdc7032f912faebfad0570b31612b520f984cd72e744f2ba4,7b3389ddb1.com,Domain,['B']
Domain_142f38ea173fe65a1138c9d3168e69dfb38341dd5b96c85cd93d2fc678474b2a,142f38ea17.com,Domain,['G']
Domain_423f49522f6e59ff16254ec90f822c87862252157505ac4babb301e7d26b8264,423f49522f.com,Domain,[]
Domain_39be2afbbcfdf2a9de131749adc3149e5d13f32c3ee6b88e314791f022e4a332,39be2afbbc.com,Domain,['C']
Domain_beb4104480f05995e03e659ff796558764e21640627f61d7a04acb2c322dce04,beb4104480.com,Domain,[]
Domain_6534f09344fa6fba88091ac186302f40c276ecf906cf99f4c244ed20b2c4cd5e,6534f09344.com,Domain,['C']
Domain_df0bbca49330c0d1413808d0284ae819e15fd3efce714d54e1194c7ca5722be0,df0bbca493.com,Domain,[]
Domain_2ebb4d08bd54baa0f3d0f2a966ba1d2253f927a650f031810b711c51215d70ca,2ebb4d08bd.com,Domain,[]
Domain_92456cb579f4a58594c83c70a7b57f3066b135e997531160d413cfcd04063018,92456cb579.com,Domain,['B']
Domain_a9a8da7df110f1cb7a24a80fd24c20ae1e9618a7240dc4e34c933dbb2ec481c9,a9a8da7df1.com,Domain,"['A', 'B']"
Domain_a8d582cad812b3646acf8654ddb62ed6155534461dfc96a2cfe2f0f2fdf40273,a8d582cad8.com,Domain,[]
Domain_d1c52803b902bbb7ada656a86f5a438609bf05a51faa99b47c9a66d49b271fa4,d1c52803b9.com,Domain,[]
Domain_0edd6d61bdf3c91dedfae047bde6b92bf0dba7f80a24ef8f100bc7c4a0bf9947,0edd6d61bd.com,Domain,[]
Domain_4227fb2dd9688f03625b1355b9941ee9b0ab4e577def7c3179303a96b3dff829,4227fb2dd9.com,Domain,"['C', 'B']"
Domain_a078f2fb9ab03f165b41a7f7881b489e0ee8fb0e8158b2a848450c3f323a42b1,a078f2fb9a.com,Domain,[]
Domain_da0eb74fa5f4758239cb776314aa513fbc2b6e0e31873cc7e00dbdd55aa4f6a2,da0eb74fa5.com,Domain,['G']
Domain_fc8f4c87f0171195d0f1fc986f219da7b0d1bf49591e7ebe694ee482b87c789f,fc8f4c87f0.com,Domain,[]
Domain_01555a9b5f84626bb412ad29bac88c721da635b61dfebede4c596e37e316f193,01555a9b5f.com,Domain,"['C', 'A']"
Domain_b0535c02ff4621e0d41c92280d62b29b04679799ed6931e3b458c718cb88a104,b0535c02ff.com,Domain,['C']
Domain_154c8a03f7a61170f2937a3c354e68220992630533a9db4dc7809aeb048970c0,154c8a03f7.com,Domain,[]
Domain_562032c2efee9a984705b0900140ad1bcc3970da8ffd042f6d4a045cd30cf093,562032c2ef.com,Domain,[]
Domain_e41ce69a46886275e07fa8da16b010722ee2da9f9ea2f936b7b4da47c3c88187,e41ce69a46.com,Domain,['B']
